report_date,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,share_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,tBalance,yBalance,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,is_shibor_observed,days_since_observation
2014-08-04,330640884,328404472,120904646,207499826,2236412,322907524,78477516,244430008,43969481,200460527,20141035460,20133302100,1.1451,4.176,3.182,3.842,4.086,4.105,4.7081,4.9,4.9551,5.0,True,0
2014-08-05,394780870,392589715,164705556,227884159,2191155,221706539,74040082,147666457,35974791,111691666,20314109791,20141035460,1.1203,4.178,3.145,3.738,3.998,4.056,4.7049,4.899,4.9543,5.0,True,0
2014-08-06,288821016,286598298,127641624,158956674,2222718,282346594,56127546,226219048,26815416,199403632,20320584213,20314109791,1.1162,4.178,3.051,3.559,3.9799,4.104,4.6982,4.8949,4.9505,5.0,True,0
2014-08-07,247646474,245405658,61837508,183568150,2240816,253659514,60050774,193608740,41675089,151933651,20314571173,20320584213,1.1186,4.18,3.04,3.511,3.977,4.161,4.6941,4.8901,4.9491,5.0,True,0
2014-08-08,233903717,231616935,54035416,177581519,2286782,311648757,67603275,244045482,43071065,200974417,20236826133,20314571173,1.1397,4.192,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,True,0
2014-08-09,160262764,158028887,44663092,113365795,2233877,163611708,50648384,112963324,30028086,82935238,20233477189,20236826133,1.1173,4.191,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,False,1
2014-08-10,259534870,257313208,76427498,180885710,2221662,189909225,55462188,134447037,24599903,109847134,20303102834,20233477189,1.1172,4.191,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,False,2
2014-08-11,331550471,329331370,102021228,227310142,2219101,418603336,60850688,357752648,40952695,316799953,20216049969,20303102834,1.1235,4.179,2.955,3.42,3.616,4.166,4.6916,4.8914,4.9467,5.0,True,0
2014-08-12,258493673,256311879,101592768,154719111,2181794,309754858,48112423,261642435,46559208,215083227,20164788784,20216049969,1.1146,4.176,2.916,3.39,3.586,4.154,4.6905,4.8904,4.9457,5.0,True,0
2014-08-13,261506619,259291103,99082207,160208896,2215516,303975517,55277175,248698342,22934891,225763451,20122319886,20164788784,1.1138,4.175,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5.0,True,0
2014-08-14,257702660,255446130,113303891,142142239,2256530,211939431,38957777,172981654,45402310,127579344,20168083115,20122319886,1.1367,4.185,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5.0,True,0
2014-08-15,244551620,242336052,83330178,159005874,2215568,236516007,47779700,188736307,38085265,150651042,20176118728,20168083115,1.1129,4.17,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,True,0
2014-08-16,215059736,212842047,55705873,157136174,2217689,219214339,41164497,178049842,38363021,139686821,20171964125,20176118728,1.1128,4.168,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,False,1
2014-08-17,149978271,147777403,42442478,105334925,2200868,139564084,40085759,99478325,28147769,71330556,20182378312,20171964125,1.1126,4.165,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,False,2
2014-08-18,298499146,296308680,84557465,211751215,2190466,259169016,55584679,203584337,52598310,150986027,20221708442,20182378312,1.1122,4.159,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5.0,True,0
2014-08-19,266401973,264196458,108645683,155550775,2205515,254929877,74648794,180281083,33028860,147252223,20233180538,20221708442,1.122,4.163,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5.0,True,0
2014-08-20,308378692,306133606,134420983,171712623,2245086,202452782,73775504,128677278,28451096,100226182,20339106448,20233180538,1.124,4.169,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5.0,True,0
2014-08-21,251763517,249525712,85818188,163707524,2237805,219963356,70493107,149470249,18207816,131262433,20370906609,20339106448,1.1168,4.158,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5.0,True,0
2014-08-22,246316056,244094164,97266695,146827469,2221892,179349206,74322748,105026458,13620285,91406173,20437873459,20370906609,1.104,4.153,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,True,0
2014-08-23,141412027,139192764,42797254,96395510,2219263,199377531,63911142,135466389,28401389,107065000,20379907955,20437873459,1.0997,4.146,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,False,1
2014-08-24,130195484,127991522,43143686,84847836,2203962,191080151,52046987,139033164,15507226,123525938,20319023288,20379907955,1.0993,4.139,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,False,2
2014-08-25,309574223,307361141,92282025,215079116,2213082,312413411,96656751,215756660,27159616,188597044,20316184100,20319023288,1.1122,4.139,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5.0,True,0
2014-08-26,306945089,304747497,124460527,180286970,2197592,285478563,88192408,197286155,14814754,182471401,20337650626,20316184100,1.1085,4.131,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5.0,True,0
2014-08-27,302194801,299973007,102372488,197600519,2221794,468164147,107408171,360755976,20966937,339789039,20171681280,20337650626,1.1079,4.123,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5.0,True,0
2014-08-28,245082751,242887647,56734596,186153051,2195104,297893861,98896299,198997562,15732174,183265388,20118870170,20171681280,1.1043,4.116,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5.0,True,0
2014-08-29,267554713,265335172,87236719,178098453,2219541,273756380,103967802,169788578,27979322,141809256,20112668503,20118870170,1.1169,4.123,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,True,0
2014-08-30,199708772,197483663,84798329,112685334,2225109,196374134,70813897,125560237,32453185,93107052,20116003141,20112668503,1.1206,4.134,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,False,1
2014-08-31,275090213,272878511,148125324,124753187,2211702,292943033,106464912,186478121,24503950,161974171,20098150321,20116003141,1.1204,4.146,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,False,2
