report_date,observed_users,opening_balance_amt,closing_balance_amt,direct_inflow_amt,balance_purchase_inflow_amt,bankcard_purchase_inflow_amt,profit_share_inflow_amt,total_inflow_amt,total_outflow_amt,transfer_outflow_amt,consume_outflow_amt,transfer_to_balance_amt,transfer_to_card_amt,direct_inflow_users,profit_share_users,total_outflow_users,transfer_outflow_users,net_flow_amt,profit_share_per_10000_opening_balance,direct_inflow_share,bankcard_direct_inflow_share,transfer_outflow_share,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,is_shibor_observed,days_since_observation
2014-03-20,9313,20982254939,21011190054,361964978,159168755,202796223,3046517,365011495,336076380,300022095,36054285,26850670,273171425,597,6666,840,286,28935115,1.4519492823135027,0.9916536409353355,0.5602647640678652,0.892719967407409,1.4772,5.538,3.011,3.474,3.641,4.619,5.5,5.0,5.0,5.0,True,0
2014-03-21,9341,21011190054,21033886586,279298412,81707625,197590787,3053406,282351818,259655286,219660501,39994785,49883826,169776675,555,6692,826,302,22696532,1.453228490224764,0.9891858107320562,0.707454029491582,0.8459696869025035,1.4787,5.535,2.5,3.6,3.78,4.895,5.5,5.0,5.0,5.0,True,0
2014-03-22,9352,21033886586,21087547309,188663159,104204913,84458246,3036976,191700135,138039412,104839166,33200246,21342777,83496389,462,6718,738,233,53660723,1.443849184782326,0.9841576741716953,0.44766687066869265,0.7594871963088339,1.4638,5.526,2.5,3.6,3.78,4.895,5.5,5.0,5.0,5.0,False,1
2014-03-23,9394,21087547309,21068560367,164431433,61783931,102647502,3024936,167456369,186443311,155630644,30812667,23200850,132429794,443,6683,752,265,-18986942,1.4344655429458035,0.981935975215132,0.6242571759378878,0.8347343928042557,1.4636,5.516,2.5,3.6,3.78,4.895,5.5,5.0,5.0,5.0,False,2
2014-03-24,9469,21068560367,20943915442,310195156,121357732,188837424,2985178,313180334,437825259,399577670,38247589,35544574,364033096,593,6652,897,307,-124644925,1.4168875082113959,0.9904681818239583,0.6087697384932729,0.9126418857437368,1.4542,5.511,2.5,3.578,3.823,5.148,5.5,5.0,5.0,5.0,True,0
2014-03-25,9493,20943915442,20945549933,311396094,94883459,216512635,2948912,314345006,312710515,265529348,47181167,43213212,222316136,611,6657,859,312,1634491,1.4080041567043298,0.9906188679835429,0.6952965665651542,0.8491219043273937,1.446,5.496,2.5,3.6295,4.064,5.125,5.5,5.0,5.0,5.0,True,0
2014-03-26,9512,20945549933,20768231244,269973892,118271061,151702831,2961652,272935544,450254233,411580208,38674025,51808075,359772133,581,6790,882,326,-177318689,1.4139767203409048,0.989148895901957,0.5619166722980754,0.9141062489466923,1.4345,5.472,2.52,3.868,4.53,4.835,5.5,5.0,5.0,5.0,True,0
2014-03-27,9553,20768231244,20675390684,263304080,106411792,156892288,2927002,266231082,359071642,322077786,36993856,33134383,288943403,543,6807,871,306,-92840560,1.4093650853611421,0.9890057840804628,0.5958596919576787,0.8969736072892105,1.4273,5.445,2.658,4.812,5.161,4.938,5.5,5.0,5.0,5.0,True,0
2014-03-28,9579,20675390684,20495913093,223056705,69697401,153359304,2909650,225966355,405443946,367464004,37979942,35799401,331664603,540,6810,895,323,-179477591,1.4073010974596392,0.9871235255354719,0.6875350552676729,0.9063250484445512,1.4255,5.415,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,True,0
2014-03-29,9637,20495913093,20501158022,157359026,54547795,102811231,2891959,160250985,155006056,123486346,31519710,32626204,90860142,461,6828,790,240,5244929,1.4109930047408794,0.9819535649032048,0.6533545206361407,0.796654977144893,1.4259,5.395,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,False,1
2014-03-30,9674,20501158022,20441977145,202657833,64340475,138317358,2876101,205533934,264714811,229991463,34723348,45887646,184103817,472,6792,780,257,-59180877,1.4028968494919296,0.9860066853972639,0.682516712788496,0.8688273320679438,1.4257,5.374,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,False,2
2014-03-31,9738,20441977145,20417009416,396026448,154073551,241952897,2858457,398884905,423852634,375507534,48345100,56545010,318962524,681,6766,1005,364,-24967729,1.3983270696979344,0.9928338802392134,0.6109513599960374,0.8859388945073773,1.431,5.361,2.8,4.184,5.467,4.617,5.5,5.0,5.0,5.0,True,0
2014-04-01,9798,20417009416,20592900643,450478122,146539591,303938531,2842463,453320585,277429358,227888819,49540539,37116613,190772206,723,6765,1008,300,175891227,1.3922034035858721,0.9937296846998466,0.6747020913037814,0.821430077346032,1.4368,5.356,2.866,4.205,4.503,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-02,9812,20592900643,20675635695,352449616,141024158,211425458,2897502,355347118,272612066,221571114,51040952,28301147,193269967,655,6883,963,294,82735052,1.4070392754431744,0.9918459954978445,0.5998742753630919,0.812770752414165,1.437,5.357,2.95,4.225,4.504,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-03,9873,20675635695,20772907358,360958034,165866758,195091276,2919086,363877120,266605457,220843417,45762040,46915541,173927876,638,6909,947,311,97271663,1.4118482464391284,0.991977824821742,0.5404818777354046,0.8283529507799985,1.4364,5.362,2.95,4.103,4.457,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-04,9858,20772907358,20824610615,248968008,62838487,186129521,2927886,251895894,200192637,162321448,37871189,35154471,127166977,578,6937,893,336,51703257,1.4094733825847547,0.9883766029151709,0.7476041700908014,0.8108262643046158,1.4338,5.367,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,True,0
2014-04-05,9864,20824610615,20863747475,199391149,68763348,130627801,2945393,202336542,163199682,119309956,43889726,23061774,96248182,460,6959,712,212,39136860,1.4143808277876893,0.985443099052271,0.6551333981229026,0.7310673313689422,1.4318,5.37,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,1
2014-04-06,9885,20863747475,20853648046,126550557,36688261,89862296,2926697,129477254,139576683,110018776,29557907,41472248,68546528,408,6916,694,215,-10099429,1.4027666906469782,0.977396052900535,0.7100900867627157,0.7882317707750657,1.4314,5.373,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,2
2014-04-07,9922,20853648046,20873617708,194021386,64582752,129438634,2914837,196936223,176966561,136846798,40119763,35095605,101751193,493,6886,797,257,19969662,1.3977587967200318,0.98519908143054,0.6671359104712302,0.7732918424063177,1.4312,5.373,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,3
2014-04-08,9951,20873617708,20978372726,351854096,104834487,247019609,2916053,354770149,250015131,205444733,44570398,31814997,173629736,685,6894,993,317,104755018,1.3970041229999133,0.9917804443011354,0.7020512530853129,0.8217291976620407,1.4263,5.368,2.713,3.591,4.21,4.437,5.5,5.0,5.0,5.0,True,0
2014-04-09,10001,20978372726,21072390013,380410136,150308931,230101205,2937429,383347565,289330278,239022276,50308002,37522743,201499533,640,6969,899,288,94017287,1.400217756813632,0.9923374262205109,0.6048766403006675,0.8261225809211713,1.4239,5.36,2.74,3.67,4.182,4.401,5.5,5.0,5.0,5.0,True,0
2014-04-10,10042,21072390013,21172042609,383627601,164835943,218791658,2939859,386567460,286914864,233760242,53154622,44846276,188913966,710,6995,871,278,99652596,1.3951236657001598,0.9923949651633895,0.5703230357504959,0.814737301306216,1.4202,5.351,2.74,3.708,3.715,4.375,5.5,5.0,5.0,5.0,True,0
2014-04-11,10074,21172042609,21132795057,234895147,71143892,163751255,2934735,237829882,277077434,192871738,84205696,31674982,161196756,618,7006,882,302,-39247552,1.3861369232047913,0.9876603605261007,0.697124896326615,0.6960932733338363,1.4106,5.339,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,True,0
2014-04-12,10066,21132795057,21187141790,174695525,63462337,111233188,2946528,177642053,123295320,84007460,39287860,23075537,60931923,470,7034,728,226,54346733,1.3942916647100099,0.983413116712854,0.6367260294732793,0.6813515711707467,1.4099,5.327,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,False,1
2014-04-13,10138,21187141790,21216380053,205239452,95888440,109351012,2933533,208172985,178934722,128346734,50587988,16961535,111385199,493,6999,844,251,29238263,1.3845817567448298,0.9859081955326721,0.5327972323761613,0.7172824400174271,1.4097,5.315,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,False,2
2014-04-14,10165,21216380053,21110246338,306943182,110231602,196711580,2910087,309853269,415986984,375036315,40950669,48560908,326475407,619,6967,896,288,-106133715,1.3716227710525544,0.9906081771885389,0.6408729417550639,0.9015578117223014,1.4048,5.3,2.639,3.57,3.7,4.165,5.5,5.0,5.0,5.0,True,0
2014-04-15,10181,21110246338,21253634493,425805725,166536898,259268827,2875506,428681231,285293076,249794062,35499014,25902576,223891486,727,6970,926,286,143388155,1.3621375866296155,0.9932922045751986,0.6088899509277382,0.8755700120811905,1.4022,5.287,2.449,3.444,3.388,4.102,5.5,5.0,5.0,5.0,True,0
2014-04-16,10206,21253634493,21385567691,384939019,153844890,231094129,2908819,387847838,255914640,211991222,43923418,34265047,177726175,654,7064,889,295,131933198,1.3686219177985937,0.9925001025788882,0.6003395800205954,0.8283669195322315,1.3958,5.272,2.298,2.726,3.003,4.085,5.5,5.0,5.0,5.0,True,0
2014-04-17,10215,21385567691,21476018746,352880124,159555287,193324837,2912523,355792647,265341592,226714187,38627405,43037306,183676881,578,7094,855,265,90451055,1.361910538024071,0.9918139876566926,0.547848472757848,0.854423859038277,1.3866,5.253,2.181,2.721,2.764,4.06,5.5,5.0,5.0,5.0,True,0
2014-04-18,10251,21476018746,21489366220,236377510,73108437,163269073,2922873,239300383,225952909,193932496,32020413,42736396,151196100,597,7102,837,272,13347474,1.360993876271596,0.98778575711682,0.6907132281747108,0.858287228335706,1.3841,5.239,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,True,0
2014-04-19,10263,21489366220,21611720646,265789873,146828058,118961815,2939493,268729366,146374940,113113255,33261685,27904791,85208464,489,7126,828,232,122354426,1.3678825936077328,0.989061511796221,0.4475784335093911,0.7727638009621046,1.3835,5.224,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,False,1
2014-04-20,10280,21611720646,21641922394,188336377,71649902,116686475,2923152,191259529,161057781,125618926,35438855,40827019,84791907,481,7084,835,261,30201748,1.3525771723044324,0.9847163066055653,0.6195641907245566,0.7799618572914524,1.383,5.21,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,False,2
2014-04-21,10318,21641922394,21647421805,298219498,109912061,188307437,2915169,301134667,295635256,230295058,65340198,40422597,189872461,615,7065,975,311,5499411,1.3470009488658923,0.9903193842507678,0.63143905164779,0.7789837420473288,1.3866,5.2,1.98,2.713,2.994,3.767,5.5,5.0,5.0,5.0,True,0
2014-04-22,10304,21647421805,21663860421,282350142,94938709,187411433,2898615,285248757,268810141,222199830,46610311,46793868,175405962,597,7064,871,256,16438616,1.3390116504915583,0.9898382905135674,0.6637554055134848,0.8266050870454326,1.3813,5.188,1.9262,3.029,3.311,3.808,5.5,5.0,5.0,5.0,True,0
2014-04-23,10330,21663860421,21699066792,310757394,101574511,209182883,2919913,313677307,278470936,230510007,47960929,59708761,170801246,590,7156,936,280,35206371,1.3478267230569692,0.9906913476530197,0.6731388763029722,0.8277704320281382,1.3654,5.171,1.963,3.08,3.715,3.9511,5.5,5.0,5.0,5.0,True,0
2014-04-24,10373,21699066792,21792888929,315468612,141918866,173549746,2890279,318358891,224536754,181514615,43022139,33308384,148206231,545,7151,940,285,93822137,1.3319830883536368,0.9909213184185894,0.5501331650706347,0.8083960054040863,1.3515,5.152,2.303,3.521,4.147,4.32,5.5,5.0,5.0,5.0,True,0
2014-04-25,10409,21792888929,21786052069,218042417,83493221,134549196,2885015,220927432,227764292,186711140,41053152,30947018,155764122,525,7159,949,350,-6836860,1.3238332051336634,0.9869413455183782,0.617078079812333,0.8197559782549233,1.344,5.13,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,True,0
2014-04-26,10421,21786052069,21779554522,148727987,56777731,91950256,2897428,151625415,158122962,123136124,34986838,19403230,103732894,478,7172,819,270,-6497547,1.3299463302590897,0.9808908816506784,0.6182444733821348,0.7787365126641126,1.3441,5.109,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,False,1
2014-04-27,10446,21779554522,21734477096,143955720,61671443,82284277,2882231,146837951,191915377,163600226,28315151,56209644,107390582,468,7131,842,239,-45077426,1.3233654513404285,0.9803713482763049,0.571594355542107,0.8524602278221822,1.3439,5.087,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,False,2
2014-04-28,10484,21734477096,21731689633,322059893,125000679,197059214,2877379,324937272,327724735,274496530,53228205,58440825,216055705,585,7091,999,347,-2787463,1.3238777207709087,0.9911448170217912,0.6118713266789789,0.8375825828343412,1.3506,5.067,2.406,4.025,4.543,4.6,5.4982,5.0,5.0,5.0,True,0
2014-04-29,10457,21731689633,21754718388,327753580,127521090,200232490,2853524,330607104,307578349,259302891,48275458,68367067,190935824,595,7098,961,326,23028755,1.3130704736675731,0.9913688364058868,0.6109238837299656,0.8430466313479041,1.346,5.048,2.604,4.0738,4.885,4.593,5.5,5.0,5.0,5.0,True,0
2014-04-30,10492,21754718388,21732973743,257193410,79931074,177262336,2897920,260091330,281835975,220521407,61314568,48418212,172103195,566,7208,957,335,-21744645,1.3320880318076218,0.9888580676641547,0.6892180324526977,0.7824459137979103,1.3511,5.04,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,True,0
2014-05-01,10513,21732973743,21782656094,190175350,58404844,131770506,2869756,193045106,143362755,96881206,46481549,18924739,77956467,479,7183,822,228,49682351,1.320461725089197,0.9851342721943959,0.6928895148608902,0.6757766757481746,1.3364,5.032,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,1
2014-05-02,10516,21782656094,21786770288,122453074,33113882,89339192,2883184,125336258,121222064,97050808,24171256,24940239,72110569,426,7204,805,216,4114194,1.3236145250414015,0.9769964091316656,0.7295790059137266,0.8006034940965863,1.3362,5.028,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,2
2014-05-03,10526,21786770288,21772296733,182203439,54073496,128129943,2891049,185094488,199568043,158061558,41506485,44076367,113985191,447,7213,780,195,-14473555,1.3269745638215908,0.9843806856096114,0.7032246136693392,0.7920183794155861,1.3361,5.023,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,3
2014-05-04,10555,21772296733,21662162261,300180905,88981143,211199762,2906657,303087562,413222034,347249412,65972622,53215849,294033563,590,7177,956,294,-110134472,1.3350254388157479,0.9904098440040902,0.7035749392520487,0.8403458272508285,1.3543,5.029,2.4,3.683,3.708,4.5,5.482,5.0,5.0,5.0,True,0
2014-05-05,10612,21662162261,21723755629,368099706,102948704,265151002,2824443,370924149,309330781,243286925,66043856,50320676,192966249,692,7142,964,274,61593368,1.3038601437701605,0.992385389283457,0.7203238624700232,0.7864943935210896,1.3378,5.022,2.37,3.14,3.158,4.058,5.4655,5.0,5.0,5.0,True,0
2014-05-06,10624,21723755629,21700649661,315096777,81567892,233528885,2905951,318002728,341108696,279981825,61126871,43725251,236256574,619,7164,973,298,-23105968,1.337683524721995,0.9908618677007073,0.741133842190966,0.8207994351454471,1.3831,5.042,2.37,3.092,3.158,3.941,5.4474,5.0,5.0,5.0,True,0
2014-05-07,10656,21700649661,21878604180,414463880,164553784,249910096,2863638,417327518,239372999,198722785,40650214,50672610,148050175,655,7221,910,262,177954519,1.3196093410726206,0.9931381519873799,0.6029719549988288,0.8301804540619888,1.3393,5.036,2.37,3.1125,3.092,3.882,5.4167,5.0,5.0,5.0,True,0
2014-05-08,10671,21878604180,21998255437,390000657,156177372,233823285,2838099,392838756,273187499,225245563,47941936,31709467,193536096,609,7218,918,255,119651257,1.2972029552938327,0.9927754098681648,0.5995458746111805,0.8245090416820281,1.3221,5.028,2.23,3.204,3.106,3.79,5.3992,5.0,5.0,5.0,True,0
2014-05-09,10715,21998255437,22031990475,278616335,127662531,150953804,2862674,281479009,247743971,199424199,48319772,25566249,173857950,604,7243,922,284,33735038,1.3013186469255742,0.9898298846149484,0.5417981110116893,0.8049608561412782,1.3244,5.022,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,True,0
2014-05-10,10705,22031990475,22171982318,284388148,79585779,204802369,2852023,287240171,147248328,109207583,38040745,28255521,80952062,488,7257,835,257,139991843,1.294491754268063,0.9900709465877598,0.7201508587481641,0.7416558441329126,1.3117,5.008,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,False,1
2014-05-11,10753,22171982318,22201460800,179585742,55148430,124437312,2838321,182424063,152945581,114544608,38400973,22454098,92090510,486,7230,872,240,29478482,1.2801385817883097,0.9844410822052571,0.6929130932900007,0.7489239457006607,1.3115,4.985,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,False,2
2014-05-12,10767,22201460800,22232616489,322293245,95909491,226383754,2815352,325108597,293952908,245859652,48093256,34572657,211286995,688,7185,924,302,31155689,1.2680931337635224,0.9913402720629994,0.7024154477702441,0.8363912902674874,1.3083,4.969,2.2135,3.18,3.198,3.66,5.3764,5.0,5.0,5.0,True,0
2014-05-13,10788,22232616489,22249939607,272439137,91142159,181296978,2802356,275241493,257918375,196462233,61456142,20219614,176242619,598,7181,896,263,17323118,1.2604706249426458,0.9898185554457808,0.6654586415020101,0.7617225139542695,1.3022,4.924,2.35,3.181,3.2498,3.617,5.3414,5.0,5.0,5.0,True,0
2014-05-14,10790,22249939607,22239188687,302621995,100837254,201784741,2852527,305474522,316225442,270907405,45318037,25171614,245735791,627,7298,884,276,-10750920,1.282038086567468,0.9906619806413839,0.6667880865698477,0.8566907307856653,1.2986,4.902,2.3666,3.236,3.233,3.5675,5.3198,5.0,5.0,5.0,True,0
2014-05-15,10824,22239188687,22314248133,310522196,93964517,216557679,2844893,313367089,238307643,200428346,37879297,39601697,160826649,707,7308,933,314,75059446,1.279225173202021,0.9909215322863723,0.6973983882298707,0.8410487531027278,1.2971,4.888,2.35,3.1355,3.202,3.651,5.2665,5.0,5.0,5.0,True,0
2014-05-16,10849,22314248133,22264120640,229109632,72479256,156630376,2857791,231967423,282094916,244543496,37551420,40061114,204482382,598,7319,930,303,-50127493,1.2807023489954306,0.9876802054226381,0.6836481497207415,0.8668837406484844,1.2986,4.874,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,True,0
2014-05-17,10868,22264120640,22289250136,168161205,50405690,117755515,2822663,170983868,145854372,112909922,32944450,36624963,76284959,486,7337,791,260,25129496,1.2678079883059779,0.9834916414453789,0.7002537535337,0.7741277854872941,1.2818,4.858,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,False,1
2014-05-18,10874,22289250136,22300229759,161609998,51132867,110477131,2809644,164419642,153440019,113377742,40062277,26863477,86514265,460,7300,784,249,10979623,1.2605376954615735,0.9829117496801264,0.6836033188986241,0.7389059434357864,1.2816,4.842,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,False,2
2014-05-19,10914,22300229759,22265516283,256179008,71313677,184865331,2898922,259077930,293791406,242399798,51391608,60660169,181739629,627,7298,991,286,-34713476,1.2999516288974753,0.9888106177164531,0.7216256025161906,0.8250745020090887,1.3283,4.853,2.396,3.1,3.1318,3.736,5.2142,5.0,5.0,5.011,True,0
2014-05-20,10930,22265516283,22459430866,451059660,243711613,207348047,2895643,453955303,260040720,212503960,47536760,22815508,189688452,662,7312,1012,300,193914583,1.3005056622966609,0.9936213037255784,0.4596909575110308,0.8171949377774373,1.3308,4.868,2.427,3.361,3.579,4.095,5.1772,5.0,5.0,5.003,True,0
2014-05-21,10971,22459430866,22507006862,294888620,130386891,164501729,2911102,297799722,250223726,204767843,45455883,29873517,174894326,609,7386,970,294,47575996,1.2961601820493789,0.9902246315730274,0.5578435987119476,0.818339037122323,1.323,4.882,2.528,3.353,3.925,4.2,5.1215,5.0,5.0,5.0026,True,0
2014-05-22,10999,22507006862,22600534926,341774952,167436704,174338248,2861597,344636549,251108485,205546153,45562332,29111692,176434461,606,7378,941,278,93528064,1.2714249467046703,0.9916967686442334,0.510096620538769,0.818555187412325,1.2887,4.877,2.51,3.419,3.919,4.203,5.0935,5.0,5.0,5.0014,True,0
2014-05-23,11029,22600534926,22621080334,246693653,114513174,132180479,2852542,249546195,229000787,168816329,60184458,29314656,139501673,567,7397,941,289,20545408,1.2621568513046089,0.9885690823696991,0.5358081871688851,0.7371866761313794,1.281,4.867,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,True,0
2014-05-24,11039,22621080334,22626743720,157281426,57666965,99614461,2791828,160073254,154409868,123629756,30780112,24105065,99524691,481,7393,841,247,5663386,1.234170940900563,0.982559060116314,0.6333517156692107,0.8006596832269813,1.2488,4.849,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,False,1
2014-05-25,11053,22626743720,22562682488,164165899,67087564,97078335,2777627,166943526,231004758,185318885,45685873,32503867,152815018,476,7352,890,266,-64061232,1.2275858313385273,0.9833618765186498,0.5913428768784679,0.8022297315624988,1.2486,4.831,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,False,2
2014-05-26,11082,22562682488,22632865784,342134083,145189089,196944994,2756785,344890868,274707572,220278168,54429404,32625021,187653147,572,7321,1025,294,70183296,1.2218338849851744,0.9920067903914463,0.5756368739211521,0.8018642019812982,1.249,4.788,2.5025,3.195,3.822,4.1,5.0413,5.0,5.0,5.0012,True,0
2014-05-27,11084,22632865784,22609949494,296280007,95780761,200499246,2769548,299049555,321965845,267912131,54053714,39321226,228590905,575,7323,945,277,-22916290,1.2236841884857086,0.9907388325657265,0.6767221589811829,0.832113515022067,1.2548,4.746,2.541,3.247,3.39,4.0,5.0197,5.0,5.0,5.0002,True,0
2014-05-28,11081,22609949494,22470192623,273325022,78926517,194398505,2809791,276134813,415891684,341598275,74293409,45105847,296492428,587,7425,1010,285,-139756871,1.242723253647972,0.9898245680453193,0.7112356694514416,0.8213635620567012,1.2597,4.712,2.51,3.2,3.33,3.94,4.9768,5.0,5.0,5.0001,True,0
2014-05-29,11093,22470192623,22476914686,317800649,135204257,182596392,2749214,320549863,313827800,259024063,54803737,44776734,214247329,591,7398,913,287,6722063,1.2234937395178198,0.9914234435345867,0.5745626781271929,0.8253700373262025,1.2381,4.684,2.51,3.215,3.349,3.877,4.9418,4.999,5.0,5.0001,True,0
2014-05-30,11100,22476914686,22390660208,223709770,95966704,127743066,2837931,226547701,312802179,260394655,52407524,39094557,221300098,554,7426,964,343,-86254478,1.262598109947731,0.9874731414731946,0.5710213997359168,0.8324579318227832,1.279,4.683,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,True,0
2014-05-31,11110,22390660208,22394621814,144080973,52834335,91246638,2742696,146823669,142862063,119304120,23557943,41776332,77527788,482,7387,788,244,3961606,1.224928597246122,0.9813197966058184,0.6333010952112323,0.8351000783182027,1.2376,4.677,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,1
2014-06-01,11116,22394621814,22428282336,180762669,55046557,125716112,2727106,183489775,149829253,116003716,33825537,32936169,83067547,449,7364,845,235,33660522,1.2177504146531957,0.985137558754977,0.6954760775301453,0.7742394337372822,1.2364,4.67,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,2
2014-06-02,11141,22428282336,22416092232,155516287,48900709,106615578,2703115,158219402,170409506,131741113,38668393,42274603,89466510,445,7326,791,217,-12190104,1.2052260442883698,0.982915401235052,0.6855589215552709,0.7730854697742038,1.2305,4.66,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,3
2014-06-03,11180,22416092232,22301357112,268143582,83629149,184514433,2743880,270887462,385622582,330157767,55464815,42540883,287616884,633,7335,1049,334,-114735120,1.2240670548647126,0.989870775192984,0.6881180284971355,0.8561681354024023,1.2473,4.656,2.521,3.18,3.38,3.716,4.883,4.9958,4.998,5.0,True,0
2014-06-04,11178,22301357112,22271839018,271682147,71225908,200456239,2778597,274460744,303978838,249718238,54260600,28188601,221529637,608,7400,962,267,-29518094,1.2459317995965733,0.9898761587558765,0.7378336825349072,0.8214987584102812,1.2611,4.657,2.561,3.152,3.334,3.931,4.855,4.9868,4.9967,5.0,True,0
2014-06-05,11221,22271839018,22296236140,377223821,128566594,248657227,2818746,380042567,355645445,266419097,89226348,62031088,204388009,685,7425,888,276,24397122,1.2656099021378082,0.9925830782002901,0.6591768948758938,0.7491143236770542,1.2818,4.681,2.576,3.07,3.448,3.878,4.8393,4.9733,4.9967,5.0,True,0
2014-06-06,11234,22296236140,22322787973,298679366,111954129,186725237,2734534,301413900,274862067,219180306,55681761,55267471,163912835,631,7409,978,288,26551833,1.2264554352715067,0.9909276446773025,0.6251695237628166,0.7974192597481995,1.2476,4.664,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,True,0
2014-06-07,11237,22322787973,22364386391,185054361,70098919,114955442,2747634,187801995,146203577,107884647,38318930,37280499,70604148,492,7416,819,248,41598418,1.2308650708519633,0.9853695164420379,0.6211982326641845,0.7379070280886493,1.2474,4.669,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,False,1
2014-06-08,11241,22364386391,22497032328,299436270,185513854,113922416,2734999,302171269,169525332,133084344,36440988,36849979,96234365,468,7394,807,224,132645937,1.2229260182611732,0.9909488449744043,0.3804563021039502,0.7850410462549633,1.2473,4.675,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,False,2
2014-06-09,11292,22497032328,22575626550,363337491,145389158,217948333,2776883,366114374,287520152,235097989,52422163,36264508,198833481,685,7379,961,315,78594222,1.2343330264693924,0.9924152581892346,0.5998509330819373,0.8176748216243291,1.2719,4.698,2.58,3.13,3.158,4.161,4.8181,4.9603,4.9938,5.0,True,0
2014-06-10,11299,22575626550,22631468122,351275811,104890851,246384960,2755786,354031597,298190025,229909444,68280581,43253854,186655590,731,7363,921,262,55841572,1.220690816220115,0.9922159885633033,0.701400302225763,0.7710165489271481,1.2628,4.706,2.57,3.13,3.132,4.159,4.8095,4.9615,4.9946,5.0,True,0
2014-06-11,11333,22631468122,22713002035,324824312,114930250,209894062,2837141,327661453,246127540,165209422,80918118,22604403,142605019,697,7436,914,272,81533913,1.2536265807881997,0.991341242694178,0.6461771925495527,0.6712350109215734,1.2723,4.712,2.592,3.15,3.223,4.381,4.7941,4.9606,4.9926,5.0,True,0
2014-06-12,11349,22713002035,22808899335,329539251,112210380,217328871,2825934,332365185,236467885,161220159,75247726,44402104,116818055,648,7444,911,269,95897300,1.244192201297445,0.9914975029649992,0.6594931266624746,0.6817845856742872,1.2625,4.702,2.597,3.154,3.25,4.719,4.7862,4.9601,4.9925,5.0,True,0
2014-06-13,11379,22808899335,22639024065,214045806,51040378,163005428,2877964,216923770,386799040,329831188,56967852,44823413,285007775,587,7474,953,323,-169875270,1.2617724151133398,0.9867328324599928,0.7615446013457512,0.8527197689011845,1.2801,4.719,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,True,0
2014-06-14,11390,22639024065,22590682404,178733395,59184032,119549363,2841135,181574530,229916191,200084212,29831979,36576832,163507380,533,7485,842,247,-48341661,1.2549723838990052,0.9843527889071226,0.6688697599013324,0.8702484637108484,1.2678,4.73,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,False,1
2014-06-15,11407,22590682404,22640138774,163263976,41933752,121330224,2816150,166080126,116623756,86429723,30194033,25396456,61033267,547,7455,863,257,49456370,1.2465980219797879,0.9830434256775552,0.7431536764730022,0.7410987775080747,1.2677,4.742,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,False,2
